imdb_id,movie_name,storyline,release_year,runtime,imdb_rating,vote_count
tt31392609,How to Make Millions Before Grandma Dies,"A man, driven by his desire for a multi-million dollar inheritance, begins to care for his terminally ill grandmother. However, winning her favor will not be an easy task and he is not the only one with an eye on the money.",2024,20242h 5m,7.9,23K
tt23055660,Nickel Boys,A powerful friendship develops between two young Black men as they navigate the harrowing trials of reform school together.,2024,20242h 20m,6.9,24K
tt26940324,Jackpot!,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",2024,20241h 46m,5.8,35K
tt17492148,Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,"A writer in a creative crisis befriends a retired serial killer, who becomes his marriage therapist and consultant for a new book. But his wife begins to suspect she might be a target.",2024,20241h 42m,6.2,4.2K
tt9860566,Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.",2024,20241h 29m,5.4,16K
tt26237514,Bonhoeffer,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",2024,20242h 13m,6.2,4.8K
tt13885428,Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.,2024,20242h 22m,7.4,13K
tt27578157,Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",2024,20241h 51m,6.4,11K
tt22767628,Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,2024,20241h 48m,4.6,3.3K
tt11240348,The Exorcism,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.,2024,20241h 35m,4.2,14K
tt14856980,Atlas,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity.",2024,20241h 58m,5.7,60K
tt7737224,Turtles All the Way Down,A teenager with OCD tries to solve a mystery surrounding a fugitive billionaire.,2024,20241h 51m,6.6,9.2K
tt23330554,Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",2024,20241h 33m,4.6,13K
tt29536384,Lake George,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",2024,20241h 48m,6.5,2.4K
tt27218960,Y2K,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,2024,20241h 31m,4.7,21K
tt9883398,Long Distance,"It follows an asteroid miner who, after crash-landing on an alien planet, must make his way across the harsh terrain, running out of oxygen, hunted by strange creatures, to the only other survivor.",2024,20241h 26m,5.7,7K
tt21284218,Incoming,Four freshmen navigate the terrors of adolescence at their first-ever high school party.,2024,20241h 31m,5.8,17K
tt14371860,Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",2024,20241h 47m,5.9,21K
tt18108824,The Friend,"When a solitary writer adopts and bonds with a Great Dane that belonged to a late friend, she begins to come to terms with her past and her own creative inner life.",2024,20241h 59m,6.4,7.8K
tt5779228,The Garfield Movie,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",2024,20241h 41m,5.7,29K
tt17163970,Wallace & Gromit: Vengeance Most Fowl,Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he is framed for a series of suspicious crimes.,2024,20241h 22m,7.5,42K
tt22893404,Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity.",2024,20242h 4m,6.4,26K
tt30319503,Didi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",2024,20241h 33m,7.3,16K
tt32178949,The Seed of the Sacred Fig,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties.",2024,20242h 47m,7.5,21K
tt12964320,Role Play,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play.",2024,20241h 40m,5.5,21K
tt26677014,The Penguin Lessons,A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.,2024,20241h 51m,7.1,12K
tt11001074,Rust,An orphaned boy of 13 left to fend for himself and his younger brother in 1880s Wyoming is sentenced to hang for the accidental killing of a local rancher. His estranged grandfather breaks him out of jail and they go on the run to Mexico.,2024,20242h 19m,5.8,5.3K
tt27599851,Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions.",2024,20241h 57m,6.1,24K
tt13964390,Under Paris,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",2024,20241h 44m,5.2,40K
tt28070202,Queen of the Ring,"In a time when pro wrestling for women was illegal all over the United States, a small town single mother embraces the danger as she dominates a peculiar American niche entertainment industry & becomes the first millionaire female athlete.",2024,20242h 20m,6.4,3.3K
tt27676959,Lazareth,"Lee protects her orphaned nieces Imogen and Maeve from a self-destructing world, raising them in isolation until an outsider threatens their peaceful existence.",2024,20241h 26m,4.4,1.2K
tt29114029,The Tearsmith,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,2024,20241h 43m,5.2,15K
tt27722524,Addition,"A woman counts everything because numbers hold her world together, but when a chance encounter with a man turns her world upside down, her meticulously ordered life starts to unravel.",2024,20241h 31m,6.0,373
tt26238710,Sketch,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",2024,20241h 33m,6.6,6.5K
tt16539454,Pushpa: The Rule - Part 2,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",2024,20243h 21m,6.0,68K
tt25147850,King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life.",2024,20242h 10m,6.2,2.1K
tt16426570,Barron's Cove,"After his son is killed, a father abducts the child responsible, hellbent on revenge.",2024,20241h 56m,6.1,2.4K
tt16491560,A Sacrifice,"American social psychologist Ben Monroe investigates a local cult connected to a disturbing event, while his daughter becomes embroiled with a mysterious local boy.",2024,20241h 34m,5.0,7.8K
tt33428606,Solo Leveling: ReAwakening,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate.",2024,20242h 1m,8.7,18K
tt31800329,The Wonderful Story of Henry Sugar and Three More,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.,2024,20241h 28m,7.1,13K
tt21261712,Back to Black,"The life and music of singer Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.",2024,20242h 2m,6.3,32K
tt32627540,Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",2024,20241h 23m,7.1,8.6K
tt26744645,Compulsion,"On the island of Malta, two women get engaged in a string of horrifying murders.",2024,20241h 41m,3.7,685
tt26682012,Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,2024,20241h 32m,5.6,6.8K
tt10449276,Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover that the island they're on is inhabited by a serial killer.,2024,20241h 26m,5.3,11K
tt19984386,American Star,"An assassin on a final assignment in Fuerteventura, to kill a man he has never met. When his target is delayed, he finds himself drawn to the island, people and a ghostly shipwreck.",2024,20241h 47m,5.5,2.9K
tt33309194,"Beautiful Evening, Beautiful Day","Four close friends are renowned filmmakers in Yugoslavia in the 1950s, but their sexual orientation raises suspicion. A communist party loyalist is sent to sabotage their lives, turning their pursuit of freedom into a battle for survival.",2024,20242h 17m,7.8,734
tt32331377,The Luckiest Man in America,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.,2024,20241h 31m,6.2,8.6K
tt8521778,Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",2024,20241h 47m,6.2,40K
tt21626774,Sector 36,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold.",2024,20242h 3m,7.1,27K
tt31015278,My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",2024,20241h 37m,7.4,11K
tt31450182,Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.,2024,20241h 30m,6.1,8.6K
tt27766440,The Salt Path,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.,2024,20241h 55m,6.6,7.4K
tt13491834,Sacramento,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento.",2024,20241h 29m,5.9,4.3K
tt14914430,Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever.",2024,20241h 37m,5.5,37K
tt29845247,Noise,A woman with a hearing impediment is haunted by sounds linking to her sister's disappearance and the presence of a malevolent spirit.,2024,20241h 33m,5.6,1.6K
tt23468836,Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out.",2024,20242h 1m,7.4,7.7K
tt16431330,A Nice Indian Boy,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",2024,20241h 36m,7.3,8.5K
tt26758372,Meiyazhagan,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.,2024,20242h 57m,8.5,23K
tt21275544,Marmalade,"Baron teams up with his cellmate Otis to plan an escape, all while remembering how he fell for Marmalade and joined her in a risky bank robbery to support his sick mother and pursue a better future.",2024,20241h 39m,6.3,4.8K
tt14857528,Time Cut,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,2024,20241h 31m,5.1,23K
tt28658276,The 4:30 Movie,A group of teens in the 1980s spend the day theater-hopping.,2024,20241h 27m,6.0,4.9K
tt32928666,Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires.",2024,20241h 30m,7.1,1.5K
tt28277817,Bird,"Bailey lives with her brother Hunter and her father Bug, who raises them alone in a squat in northern Kent. Bug doesn't have much time to devote to them. Bailey looks for attention and adventure elsewhere.",2024,20241h 59m,7.0,13K
tt19853698,Música,"A coming-of-age love story that follows an aspiring creator with synesthesia, who must come to terms with an uncertain future, while navigating the pressures of love, family, and his Brazilian culture in Newark, New Jersey.",2024,20241h 31m,6.4,5.5K
tt30425001,The Last Ronin,"In a post-apocalyptic world ravaged by nuclear war and climate disaster, survivors navigate scorched lands and ruined cities. With technology failing and fuel useless, ammunition becomes the new currency of a desperate civilization.",2024,20241h 55m,5.0,772
tt15041836,Werewolves,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",2024,20241h 33m,4.4,10K
tt29793628,Believer,"A struggling writer finds herself at the center of the story she is covering when brutally attacked by a notorious cult leader and mass murderer, a man who exerts an inexplicable control over his followers.",2024,20241h 48m,4.7,663
tt18161082,Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",2024,20241h 39m,5.7,1.2K
tt28349451,The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him.",2024,20242h 24m,6.5,11K
tt21154574,Year 10,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive.",2024,20241h 36m,5.4,3.2K
tt15507512,The Piano Lesson,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano.",2024,20242h 7m,6.1,5.7K
tt33318665,Blade of Fury,"Knife catcher Pei Xing originally exchanged his life for money as bounty hunter, but after witnessing the killing of people who stood up for justice, he gradually awakened and decided to fight back.",2024,20241h 30m,6.2,303
tt5685276,Bull Street,"When an Ivy League lawyer challenges her family's claim to their longtime home, small-town attorney LouEster Sadie Gibbs must fight a courtroom battle that pits privilege against legacy.",2024,20241h 58m,8.2,50
tt27987046,Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides.",2024,20242h 6m,6.6,7.4K
tt34490115,Hidden Face,"Seong-jin, a conductor, and Su-yeon, a cellist, are engaged. Su-yeon disappears, leaving a video. Mi-joo replaces Su-yeon and develops a secret relationship with Seong-jin. They feel watched as their bond deepens.",2024,20241h 55m,6.2,1.2K
tt27729779,The Platform 2,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity.",2024,20241h 39m,4.9,48K
tt11540468,Breathe,"An East Flatbush mother and daughter, barely surviving in a world nearly devoid of oxygen, must band together to protect each other when intruders arrive claiming to know the mother's missing husband.",2024,20241h 33m,4.3,8.6K
tt26658104,Imaginary,A woman returns to her childhood home to discover that the imaginary friend she left behind is very real and unhappy that she abandoned him.,2024,20241h 44m,4.8,20K
tt31499750,Lowlifes,The survival instincts of a road-tripping family are put to the test when they have no other choice but to stay the night at a remote homestead.,2024,20241h 30m,6.2,8K
tt29461220,Pani,"When the peaceful married life of a couple is unexpectedly disrupted by two youngsters with criminal inclination, the trials and tribulations connect the mobster lives of Thrissur by becoming a part of vengeance.",2024,20242h 23m,6.9,4.1K
tt31122323,Megamind vs. The Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Newly crowned hero Megamind's must now keep up evil appearances until he can assemble his friends to stop his former evil teammates from launching Metro City to the Moon.",2024,20241h 23m,2.4,6.5K
tt27118357,Amaran,"The life of Major Mukund Varadarajan and is set against the backdrop of the Qazipathri Operation in Shopian, Kashmir, which took place back in 2014.",2024,20242h 47m,8.1,24K
tt33744610,Ghamasaan,"A cat-and-mouse tale set in the Hindi heartland, where male friendships and rivalries unveil homoerotic tensions. Men on both sides of the law traverse arid lands, creating a sense of place where unexplored histories reside.",2024,20242h 30m,7.9,39
tt32086077,All We Imagine as Light,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend.",2024,20241h 58m,7.0,14K
tt32475217,Handsome Guys,"Self-proclaimed tough guys 'Jae-pil' and 'Sang-gu' move into their dream European-style house. When unwanted visitors arrive, awakening an evil spirit hitherto sealed in the basement, a dark aura begins to envelop the house.",2024,20241h 41m,6.5,2.1K
tt24515124,Winter Spring Summer or Fall,"Remi and Barnes, two very different teenagers, meet by chance in the winter of their senior year, then spend four days together over the course of a year that will change their lives forever.",2024,20241h 37m,6.1,6.3K
tt8337290,Absolution,"An aging gangster attempts to reconnect with his children and rectify the mistakes in his past, but the criminal underworld won't loosen their grip willingly.",2024,20241h 52m,5.2,11K
tt22874848,The Silent Hour,A detective with hearing loss and a deaf witness to a murder must lean on each other to outsmart killers they can't hear coming when cornered in an abandoned apartment block.,2024,20241h 39m,6.1,11K
tt37535705,GTO Revival,"At Aito High School, teacher Onizuka faces issues with ""Sainokawara,"" an influencer exposing secrets. Students suspect a criminal impostor while Vice Principal Fujiyamada and teacher Ayahara handle matters differently.",2024,20241h 30m,6.0,59
tt5834874,Trigger Warning,"A special forces commando returns to her hometown after her father's sudden death, only to run afoul of a violent gang when she starts asking questions.",2024,20241h 46m,4.6,21K
tt30889755,The Sabarmati Report,"A Hindi reporter struggles with a deadly fact when a train full of Karsewaks is set ablaze in Godhra. Years later, he is asked to help expose the Sabarmati Incident backed by a buried report.",2024,20242h 7m,6.4,26K
tt29634843,40 Acres,"In a post-apocalyptic world with food scarcity, a Black family of Canadian farmers descended from American Civil War migrants defend their homestead against cannibals trying to seize their resources.",2024,20241h 53m,6.4,7.4K
tt27304026,Damaged,Chicago detective Dan Lawson travels to Scotland to link up with Scottish detective Glen Boyd following the resurgence of a serial killer whose crimes match an unsolved case he investigated 5 years previously.,2024,20241h 37m,4.7,9.5K
tt6874690,The Rule of Jenny Pen,"Confined to a secluded rest home and trapped within his stroke-ridden body, a former Judge must stop an elderly psychopath who employs a child's puppet to abuse the home's residents with deadly consequences.",2024,20241h 44m,6.1,11K
tt9682428,Night Swim,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool.",2024,20241h 38m,4.7,33K
tt29252358,Armor,A father and son working as security guards for an armored truck company encounter a team of would-be robbers while on a bridge. They become trapped and must come up with a plan to escape and ensure their survival.,2024,20241h 28m,3.6,5.8K
tt29899715,Lembayung,Pica and Arum were still doing practical field work (PFW) at that time. They underwent PFW at the dental clinic in a small hospital in Central Java.,2024,20242h 3m,5.6,940
tt32898215,Tezgah,"A writer, an actress, a musician, and a kitchen counter collide in a bloody night where art, deceit, and betrayal stain an old mother's rug. This tale of a ""loveless"" era that.",2024,20241h 40m,5.2,401
tt7215232,Spellbound,"Ellian is a tenacious princess who must go on a daring quest to save her family and kingdom after a mysterious spell transforms her parents, the King and Queen of Lumbria, into monsters.",2024,20241h 49m,5.5,9.2K
tt28800662,Parvulos,"Three young brothers living in a cabin in the middle of the woods hide a dark, disturbing secret in their basement.",2024,20241h 59m,6.1,814
tt29195117,Justice League: Crisis on Infinite Earths - Part One,"The Anti-Monitor, the Monitor's evil counterpart, is released into the DC Multiverse and begins to destroy the different Earths that compose it. The Monitor attempts to recruit heroes from across the Multiverse to fight back.",2024,20241h 33m,6.2,10K
tt1723808,Reagan,"A drama based on the life of Ronald Reagan, from his childhood to his time in the oval office.",2024,20242h 21m,6.2,13K
tt21958136,The Wasp,"Follows Heather and Carla, who meet after having not spoken in years. Heather is about to present a very unexpected proposition that could change their lives forever.",2024,20241h 36m,6.1,6.3K
tt12627606,Midas Man,"On Thursday 9 November 1961, a man named Brian descended the stairs to a cellar in Liverpool and changed the world forever.",2024,20241h 52m,6.4,2.3K
tt13650742,Suncoast,"While caring for her brother along with her audacious mother, a teenager strikes up a friendship with an eccentric activist who is protesting one of the most landmark medical cases of all time.",2024,20241h 49m,6.7,8.5K
tt9713418,The Last Front,"Amidst World War I's chaos, a grieving father turns hero, leading villagers to safety while evading a relentless enemy driven by vengeance.",2024,20241h 38m,5.4,1.1K
tt32150360,Color Book,A devoted single father adjusts to life after his wife's passing while raising his son with Down Syndrome. They embark on a journey through Metro Atlanta to attend their first baseball game.,2024,20241h 55m,7.0,386
tt16253418,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,2024,20241h 30m,4.6,13K
tt15010692,The Damned,"A 19th-century widow has to make an impossible choice when, during an especially cruel winter, a foreign ship sinks off the coast of her Icelandic fishing village.",2024,20241h 29m,5.7,9.5K
tt32547207,Pig at the Crossing,"Dolom, a YouTuber, has an affair with married Deki. She's pregnant. After his accidental death, Dolom's soul enters limbo. Guided to confront his past choices, he must relinquish attachments to move on or remain trapped indefinitely.",2024,20242h 2m,6.6,132
tt33083649,Ghost Train,A YouTuber with the lowest number of views meets the station master of a mysterious subway station to find the source of a true horror story and encounters several strange stories.,2024,20241h 35m,5.3,1K
tt3954936,Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island.",2024,20241h 38m,5.7,7.9K
tt32627545,Watchmen: Chapter II,"In an alternate 1985 America, a group of retired superheroes investigate a conspiracy after one of their own is murdered.",2024,20241h 30m,7.1,4.8K
tt21301418,Chief of Station,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",2024,20241h 37m,4.7,5.7K
tt15352542,Looney Tunes: The Day the Earth Blew Up,Porky Pig and Daffy Duck are Earth's only hope when facing the threat of alien invasion.,2024,20241h 31m,6.7,9.2K
tt22334258,Someone Like You,"After the tragic loss of his best friend, a grieving young architect launches a search for her secret twin sister.",2024,20241h 58m,5.9,3K
tt27487934,The Greatest of All Time,"Gandhi is a hostage negotiator, field agent, and spy working for the Special Anti-Terrorist Squad (SATS). After years of service, he is called back for a critical mission that sets him on a dangerous collision course with his own past.",2024,20243h 3m,5.7,26K
tt27470893,Chandu Champion,A man who faced one adversary after another with an undying spirit. His unwavering zeal and never give up attitude led to India's first individual gold medal in any form of the Olympics.,2024,20242h 22m,7.8,37K
tt10284944,The Fix,"In a future with toxic air, a model takes a drug causing a transformation. She tries reversing it but learns her mutations could save humanity.",2024,20241h 38m,5.0,3.5K
tt11891850,Hard Truths,Ongoing exploration of the contemporary world with a tragicomic study of human strengths and weaknesses.,2024,20241h 37m,7.1,9.4K
tt2965408,Lost on a Mountain in Maine,"A 12-year-old boy, separated from his family by a fast-moving storm, must fight to stay alive during his nine-day adventure lost in the backwoods of Maine.",2024,20241h 38m,6.1,3K
tt28142896,Weekend in Taipei,"A former DEA agent and a former undercover operative revisit their romance during a fateful weekend in Taipei, unaware of the dangerous consequences of their past.",2024,20241h 40m,5.7,7.3K
tt30700695,Lilies Not for Me,"A gay novelist and his psychiatric nurse bond over a series of ""dates"" prescribed to ""cure"" his homosexuality. He tells her how his previous relationship degenerated when his partner tried a risky procedure to become heterosexual.",2024,20241h 39m,7.1,2K
tt29141112,The Devil's Bath,"Austria in the 18th century. Forests surround villages. Killing a baby gets a woman sentenced to death. Agnes readies for married life with her beloved. But her mind and heart grow heavy. A gloomy path alone, evil thoughts arising.",2024,20242h 1m,6.6,8.4K
tt13020386,Four Letters of Love,"Based on Niall Williams' best-selling novel. Nicholas and Isabel were made for each other but how will they ever know it? As ghosts, fate and the sheer power of true love pull them together, so too does life threaten to tear them apart.",2024,20242h 5m,6.1,1.6K
tt30024043,The Prosecutor,"A poor young man is wrongly charged with drug trafficking after being deceived. An ex-prosecutor investigates the case, uncovers a corrupt lawyer team's scheme, and restores justice despite obstruction from evil forces.",2024,20241h 57m,6.5,4.9K
tt16301164,This Time Next Year,"Minnie and Quinn are born on the same day, one minute apart. Their lives may begin together, but their worlds couldn't be more different. Years later they find themselves together again. Maybe it's time to take a chance on love.",2024,20241h 56m,5.7,3.4K
tt28618488,Vermiglio,"1944, Vermiglio, a remote mountain village. The arrival of Pietro, a deserter, into the family of the local teacher, and his love for the teacher's eldest daughter, will change the course of everyone's life.",2024,20241h 59m,6.9,7.3K
tt31747163,What Jennifer Did,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",2024,20241h 27m,6.1,13K
tt2396431,Dear Santa,"When a young boy mails his Christmas wish list to Santa with one crucial spelling error, a devilish Jack Black arrives to wreak havoc on the holidays.",2024,20241h 47m,5.4,22K
tt26545708,Aftermath,"A returning war veteran, stricken with PTSD, unwittingly gets trapped with his teenage sister on Boston's Tobin Memorial Bridge as a heavily weaponized group of ex-military revolutionists take everyone hostage.",2024,20241h 37m,5.2,5.4K
tt30516366,Chime,A school teacher is woken by a sound that fills him with dread.,2024,202445m,6.3,4K
tt23638614,Unsung Hero,A mother's faith stands against all odds and inspires her husband and children to hold onto theirs. Based on a remarkable true story.,2024,20241h 53m,7.0,6.1K
tt15551346,The End,"In a luxurious bunker, a family maintains their pre-apocalyptic routines 25 years after Earth's ecological disaster made the surface uninhabitable.",2024,20242h 28m,5.3,3.4K
tt1524515,5lbs of Pressure,"Trying to start over, Adam searches for redemption as he returns to his old neighborhood to put to rest his demons while the brother of the man he killed seeks revenge.",2024,20241h 51m,5.3,2.3K
tt32810496,Diamonds,A director calls all his favorite actresses to film a movie set in Rome in the 70s that tells the vicissitudes revolving around a prestigious tailoring.,2024,20242h 15m,6.7,2.8K
tt21201300,Bagman,"When a sinister threat from his childhood returns to haunt him, a father desperately struggles against his deepest inner fear. Only this time, the fight isn't for himself; it's for his family.",2024,20241h 33m,4.7,8.3K
tt23872640,Dirty Angels,It centers on a group of female soldiers who disguise themselves as medics to rescue a group of teenagers caught between ISIS and the forces of the Taliban.,2024,20241h 44m,4.6,7.1K
tt4058618,The Thicket,"When a bounty hunter and a band of unlikely heroes pursue a brutal killer, they find themselves in a deadly no-man's-land known as The Thicket.",2024,20241h 45m,5.9,6.1K
tt22022784,My Dead Friend Zoe,"Engaged in a mysterious relationship with her dead best friend from the Army, a female Afghanistan veteran comes head to head with her Vietnam vet grandfather at the family's ancestral lake house.",2024,20241h 43m,6.4,4.1K
tt14351082,Cabrini,"After witnessing disease and poverty in the slums of New York, Italian immigrant Francesca Cabrini embarks on a daring journey to persuade the hostile mayor to provide housing and healthcare for hundreds of orphaned children.",2024,20242h 22m,7.3,10K
tt26750774,The Wailing,A group of young people inadvertently resurrect a seemingly invisible evil.,2024,20241h 47m,6.0,3.3K
tt32551664,Lost Chapters,"After years spent abroad, Ena returns to Caracas, where she finds her grandmother losing her memory and her father searching for rare Venezuelan books.",2024,20241h 8m,7.0,25
tt31021984,Dilig,"About to get married to an old, wealthy businessman, Resa enlists the help of gardener Otso to seduce her fiancé's daughter, Katelyn, and record his sexploits with her in order to get her disowned.",2024,202445m,4.0,336
tt23157384,Sew Torn,"A seamstress gets tangled in her own thread after stealing a briefcase from a drug deal gone bad. In an escalating game of cat and mouse, her different choices lead to drastically different outcomes along the way.",2024,20241h 40m,6.0,3.6K
tt11950888,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",2024,20241h 37m,5.2,7.4K
tt18924008,The Trainer,"Follows Jack, a fitness expert living with his mother in Los Angeles, who takes a maniacal swing at fame and fortune pursuing his version of the American dream.",2024,20241h 35m,5.2,126
tt31189897,Billy & Molly: An Otter Love Story,A man forms an unlikely friendship with a wild otter while living in the remote Shetland Islands,2024,20241h 17m,8.0,2.8K
tt27828550,Frewaka,"Follow a student of nursing palliative care, who is plagued by a trauma from her past that has a disorienting effect on her present, her relationship, her career and her ability to function.",2024,20241h 43m,6.1,3.4K
tt28332337,Eephus,"Grown men's recreational baseball game stretches to extra innings on their beloved field's final day before demolition. Humor and nostalgia intertwine as daylight fades, signaling an era's end.",2024,20241h 39m,6.7,2.6K
tt32828123,Cloud,"Yoshii, a young man who resells goods online, finds himself at the center of a series of mysterious events that put his life at risk.",2024,20242h 4m,6.4,5.1K
