imdb_id,movie_name,storyline,release_year,runtime,imdb_rating,vote_count,genre_hint,cleaned_story
tt20212786,The Shrouds,"Karsh, an innovative businessman and grieving widower, builds a device to connect with the dead inside a burial shroud.",2024,20242h,5.7,9.5K,,karsh innovative businessman grieving widower builds device connect dead inside burial shroud
tt29272469,Golam,A mysterious death during work hours in an office puzzles all but only Investigator ASP Sandeep Krishna observes it as a murder.,2024,20242h,7.2,7.6K,,mysterious death work hours office puzzles investigator asp sandeep krishna observes murder
tt30852970,Lover Stalker Killer,"In this twisting documentary, a mechanic tries online dating for the first time and meets a woman who takes romantic obsession to a deadly extreme.",2024,20241h 30m,7.0,15K,,twisting documentary mechanic tries online dating first time meets woman takes romantic obsession deadly extreme
tt27367464,Kneecap,"When fate brings Belfast teacher JJ into the orbit of self-confessed ""low life scum"" Naoise and Liam Óg, the needle drops on a hip hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue.",2024,20241h 45m,7.6,26K,,fate brings belfast teacher orbit self confessed low life scum naoise liam needle drops hip hop act like rapping native irish lead movement save mother tongue
tt3864060,Unstoppable,"Centers around the life of wrestler Anthony Robles, who was born with one leg and won a national championship in 2011 while competing at Arizona State University.",2024,20241h 56m,6.8,5.5K,,centers around life wrestler anthony robles born one leg won national championship competing arizona state university
tt12706836,Shell,"Desperate to reclaim her career, an once-beloved actress is drawn into the glamorous world of a wellness mogul, only to uncover the monstrous truth beneath its flawless surface.",2024,20241h 40m,4.9,4.6K,,desperate reclaim career beloved actress drawn glamorous world wellness mogul uncover monstrous truth beneath flawless surface
tt30476518,Big World,"Liu Chunhe, a young man with cerebral palsy, overcomes physical and mental barriers while fulfilling his grandmother's dream and discovering his life's purpose, leading to transformation and a fresh start.",2024,20242h 11m,7.6,3K,,liu chunhe young man cerebral palsy overcomes physical mental barriers fulfilling grandmother dream discovering life purpose leading transformation fresh start
tt21188080,Lisa Frankenstein,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",2024,20241h 41m,6.1,33K,,coming rage love story teenager crush happens corpse set horrific circumstances bring back life two embark journey find love happiness missing body parts
tt28821371,MadS,"A teenager stops off to see his dealer to test a new drug before heading off for a night of partying. On the way home, he picks up an injured woman and the night takes a surreal turn.",2024,20241h 28m,6.3,13K,,teenager stops see dealer test new drug heading night partying way home picks injured woman night takes surreal turn
tt31711040,Look Back,"The overly confident Fujino and the shut-in Kyomoto couldn't be more different, but a love of drawing manga brings these two small-town girls together.",2024,202458m,7.8,23K,,overly confident fujino shut kyomoto couldn different love drawing manga brings two small town girls together
tt27679443,Reading Lolita in Tehran,A professor in revolutionary Iran gathers her most dedicated female students to study banned literary classics. Based on Azar Nafisi's beloved memoir.,2024,20241h 47m,6.2,1.4K,,professor revolutionary iran gathers dedicated female students study banned literary classics based azar nafisi beloved memoir
tt10236164,The Girl with the Needle,"Copenhagen 1919: A young worker finds herself unemployed and pregnant. She meets Dagmar, who runs an underground adoption agency. A strong connection grows but her world shatters when she stumbles on the shocking truth behind her work.",2024,20242h 3m,7.5,21K,,copenhagen young worker finds unemployed pregnant meets dagmar runs underground adoption agency strong connection grows world shatters stumbles shocking truth behind work
tt27524853,Heresy,"In a medieval Dutch village, a young woman is caught between her faith, fanatic townsfolk and the dark forces lurking in the woods.",2024,20241h 1m,6.3,1.6K,,medieval dutch village young woman caught faith fanatic townsfolk dark forces lurking woods
tt23137904,Rebel Moon - Part Two: The Scargiver,"Kora and surviving warriors prepare to defend Veldt, their new home, alongside its people against the Realm. The warriors face their pasts, revealing their motivations before the Realm's forces arrive to crush the growing rebellion.",2024,20242h 2m,5.3,64K,,kora surviving warriors prepare defend veldt new home alongside people realm warriors face pasts revealing motivations realm forces arrive crush growing rebellion
tt24577462,AfrAId,The Pike family is selected to test a new home device: a digital assistant called AIA. AIA learns the family's behaviors and begins to anticipate their needs. And she can make sure nothing - and no one - gets in her family's way.,2024,20241h 24m,5.2,18K,,pike family selected test new home device digital assistant called aia aia learns family behaviors begins anticipate needs make sure nothing one gets family way
tt12735488,Kalki 2898-AD,A pregnant woman comes under the protection of an immortal warrior while being tracked down by bounty hunters.,2024,20243h,7.0,77K,,pregnant woman comes protection immortal warrior tracked bounty hunters
tt20247888,Emmanuelle,"In search of a lost pleasure, Emmanuelle travels alone to Hong Kong on a business mission. In the vibrant and sensual global city, she indulges in intense encounters and new experiences.",2024,20241h 47m,4.1,3.5K,,search lost pleasure emmanuelle travels alone hong kong business mission vibrant sensual global city indulges intense encounters new experiences
tt15939198,Blitz,The stories of a group of Londoners during the German bombing campaign of the British capital during World War II.,2024,20242h,6.2,19K,,stories group londoners german bombing campaign british capital world war
tt23782584,Nr. 24,"Young apprentice Gunnar Sønsteby from Rjukan decides to resist Nazi-Germany on the day of the invasion to later become the leader of the ""Oslo-gang"" carrying out countless daring acts of sabotage making him Norway's greatest war hero.",2024,20241h 51m,7.5,21K,,young apprentice gunnar nsteby rjukan decides resist nazi germany day invasion later become leader oslo gang carrying countless daring acts sabotage making norway greatest war hero
tt10171472,Goodrich,"Andy Goodrich's life is upended when his wife enters a rehab program, leaving him on his own with their young kids. Goodrich leans on Grace, his daughter from his first marriage, as he ultimately evolves into the father she never had.",2024,20241h 50m,6.4,8.3K,,andy goodrich life upended wife enters rehab program leaving young kids goodrich leans grace daughter first marriage ultimately evolves father never
tt30321146,In a Violent Nature,"When a locket is removed from a collapsed fire tower in the woods that entombs the rotting corpse of Johnny, a vengeful spirit spurred on by a horrific 70-year old crime, his body is resurrected and becomes hellbent on retrieving it.",2024,20241h 34m,5.5,32K,,locket removed collapsed fire tower woods entombs rotting corpse johnny vengeful spirit spurred horrific year old crime body resurrected becomes hellbent retrieving
tt6300910,The Unholy Trinity,Buried secrets of an 1870s Montana town spark violence when a young man returns to reclaim his legacy and is caught between a sheriff determined to maintain order and a mysterious stranger hell-bent on destroying it.,2024,20241h 35m,5.5,7.2K,,buried secrets montana town spark violence young man returns reclaim legacy caught sheriff determined maintain order mysterious stranger hell bent destroying
tt19364132,Drugstore June,"After the pharmacy in her small town is robbed, a girl who still lives at home with her parents takes matters into her own hands to solve the crime, while at the same time trying to get over her ex-boyfriend and become more of an adult.",2024,20241h 31m,5.4,2.4K,,pharmacy small town robbed girl still lives home parents takes matters hands solve crime time trying get boyfriend become adult
tt20316748,Twilight of the Warriors: Walled In,"Follows troubled youth Chan Lok-kwun as he accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way.",2024,20242h 6m,6.9,13K,,follows troubled youth chan lok kwun accidentally enters walled city discovers order amidst chaos learns important life lessons along way
tt27775403,Riff Raff,A former criminal's ordinary life is turned upside down when his old family shows up for a long-awaited reunion.,2024,20241h 43m,5.7,9.2K,,former criminal ordinary life turned upside old family shows long awaited reunion
tt14445366,The Lost Daughter,"A young woman follows a mysterious melody onto a remote tidal island. When she crosses back over at the next low tide, she emerges into a world where 25 years have passed.",2024,20241h 39m,5.1,509,,young woman follows mysterious melody onto remote tidal island crosses back next low tide emerges world years passed
tt14415204,Never Let Go,A family that has been haunted by an evil spirit for years. Their safety and their surroundings come into question when one of the children questions if the evil is real.,2024,20241h 41m,5.4,20K,,family haunted evil spirit years safety surroundings come question one children questions evil real
tt34142873,Mon Potongo,"Two young outcasts from different faiths dream of owning a luxury armchair they see in a store window. Working as laborers in the big city, they fight against social barriers and poverty to make their shared dream come true.",2024,20242h 29m,5.0,1.1K,,two young outcasts different faiths dream owning luxury armchair see store window working laborers big city fight social barriers poverty make shared dream come true
tt31193791,The Last Showgirl,A seasoned showgirl must plan for her future when her show abruptly closes after a 30-year run.,2024,20241h 28m,6.5,22K,,seasoned showgirl must plan future show abruptly closes year run
tt13186604,Uglies,A world in which a compulsory operation wipes out physical differences and makes everyone pretty.,2024,20241h 40m,4.7,38K,,world compulsory operation wipes physical differences makes everyone pretty
tt20201748,Greedy People,Follows the residents of a small island town who must navigate a sensational murder and the discovery of a million dollars; a series of increasingly bad decisions upend the once peaceful community.,2024,20241h 52m,6.2,16K,,follows residents small island town must navigate sensational murder discovery million dollars series increasingly bad decisions upend peaceful community
tt26940053,The Summer Book,"A young girl, Sophia (Emily Matthews) spends the summer with her father (Anders Danielsen Lie) and grandmother (Glenn Close) on a small island in the Gulf of Finland, as the family grapples with the recent death of Sophia's mother.",2026,20261h 30m,6.5,1.6K,,young girl sophia emily matthews spends summer father anders danielsen lie grandmother glenn close small island gulf finland family grapples recent death sophia mother
tt31392609,How to Make Millions Before Grandma Dies,"A man, driven by his desire for a multi-million dollar inheritance, begins to care for his terminally ill grandmother. However, winning her favor will not be an easy task and he is not the only one with an eye on the money.",2024,20242h 5m,7.9,23K,,man driven desire multi million dollar inheritance begins care terminally ill grandmother however winning favor easy task one eye money
tt23055660,Nickel Boys,A powerful friendship develops between two young Black men as they navigate the harrowing trials of reform school together.,2024,20242h 20m,6.9,24K,,powerful friendship develops two young black men navigate harrowing trials reform school together
tt26940324,Jackpot!,"In the near future, a 'Grand Lottery' has been newly established in California - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot.",2024,20241h 46m,5.8,35K,,near future grand lottery newly established california catch kill winner sundown legally claim multi billion dollar jackpot
tt17492148,Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write About a Serial Killer,"A writer in a creative crisis befriends a retired serial killer, who becomes his marriage therapist and consultant for a new book. But his wife begins to suspect she might be a target.",2024,20241h 42m,6.2,4.2K,,writer creative crisis befriends retired serial killer becomes marriage therapist consultant new book wife begins suspect might target
tt9860566,Brothers,"Two criminal twin brothers, one who is trying to reform, embark on a dangerous heist road trip. Facing legal troubles, gunfights, and family drama, they must reconcile their differences before their mission leads to self-destruction.",2024,20241h 29m,5.4,16K,,two criminal twin brothers one trying reform embark dangerous heist road trip facing legal troubles gunfights family drama must reconcile differences mission leads self destruction
tt26237514,Bonhoeffer,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",2024,20242h 13m,6.2,4.8K,,world teeters brink annihilation dietrich bonhoeffer joins deadly plot assassinate hitler risking faith fate save millions jews genocide
tt13885428,Anweshippin Kandethum,Revolves around two major crimes that shook kerala and the subsequent inquiry into the cases by sop.,2024,20242h 22m,7.4,13K,,revolves around two major crimes shook kerala subsequent inquiry cases sop
tt27578157,Colors of Evil: Red,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",2024,20241h 51m,6.4,11K,,girl body found beach poland tricity prosecutor teams victim mother impassioned quest truth
tt22767628,Blackwater Lane,Late one night a woman drives by a stranded motorist who is later revealed to have been murdered. After a series of terrifying events the woman believes she is the killer's next victim.,2024,20241h 48m,4.6,3.3K,,late one night woman drives stranded motorist later revealed murdered series terrifying events woman believes killer next victim
tt11240348,The Exorcism,A troubled actor begins to exhibit a disruptive behavior while shooting a horror film. His estranged daughter wonders if he's slipping back into his past addictions or if there's something more sinister at play.,2024,20241h 35m,4.2,14K,,troubled actor begins exhibit disruptive behavior shooting horror film estranged daughter wonders slipping back past addictions something sinister play
tt14856980,Atlas,"In a bleak-sounding future, an A.I. soldier has determined that the only way to end war is to end humanity.",2024,20241h 58m,5.7,60K,,bleak sounding future soldier determined way end war end humanity
tt7737224,Turtles All the Way Down,A teenager with OCD tries to solve a mystery surrounding a fugitive billionaire.,2024,20241h 51m,6.6,9.2K,,teenager ocd tries solve mystery surrounding fugitive billionaire
tt23330554,Winnie-the-Pooh: Blood and Honey 2,"Not wanting to live in the shadows any longer, Winnie-the-Pooh, Piglet, Owl, and Tigger take their fight to the town of Ashdown, leaving a bloody trail of death and mayhem in their wake.",2024,20241h 33m,4.6,13K,,wanting live shadows longer winnie pooh piglet owl tigger take fight town ashdown leaving bloody trail death mayhem wake
tt29536384,Lake George,"Two misfit oddballs embark on a road trip, strike a dubious deal too enticing to refuse, and find redemption amid shady circumstances.",2024,20241h 48m,6.5,2.4K,,two misfit oddballs embark road trip strike dubious deal enticing refuse find redemption amid shady circumstances
tt27218960,Y2K,Two high-school nobodies make the decision to crash a Y2K party. The night becomes even crazier than they could have ever dreamed when the clock strikes midnight.,2024,20241h 31m,4.7,21K,,two high school nobodies make decision crash party night becomes even crazier ever dreamed clock strikes midnight
tt9883398,Long Distance,"It follows an asteroid miner who, after crash-landing on an alien planet, must make his way across the harsh terrain, running out of oxygen, hunted by strange creatures, to the only other survivor.",2024,20241h 26m,5.7,7K,,follows asteroid miner crash landing alien planet must make way across harsh terrain running oxygen hunted strange creatures survivor
tt21284218,Incoming,Four freshmen navigate the terrors of adolescence at their first-ever high school party.,2024,20241h 31m,5.8,17K,,four freshmen navigate terrors adolescence first ever high school party
tt14371860,Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",2024,20241h 47m,5.9,21K,,struggling young dancer finds drawn dark forces peculiar well connected older couple promise shot fame
tt18108824,The Friend,"When a solitary writer adopts and bonds with a Great Dane that belonged to a late friend, she begins to come to terms with her past and her own creative inner life.",2024,20241h 59m,6.4,7.8K,,solitary writer adopts bonds great dane belonged late friend begins come terms past creative inner life
tt5779228,The Garfield Movie,"After Garfield's unexpected reunion with his long-lost father, ragged alley cat Vic, he and his canine friend Odie are forced from their perfectly pampered lives to join Vic on a risky heist.",2024,20241h 41m,5.7,29K,,garfield unexpected reunion long lost father ragged alley cat vic canine friend odie forced perfectly pampered lives join vic risky heist
tt17163970,Wallace & Gromit: Vengeance Most Fowl,Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he is framed for a series of suspicious crimes.,2024,20241h 22m,7.5,42K,,top dog gromit springs action save master wallace high tech invention goes rogue framed series suspicious crimes
tt22893404,Maria,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity.",2024,20242h 4m,6.4,26K,,maria callas world greatest opera singer lives last days life paris confronts identity
tt30319503,Didi,"In 2008, during the last month of summer before high school begins, an impressionable 13-year-old Taiwanese American boy learns what his family can't teach him: how to skate, how to flirt, and how to love your mom.",2024,20241h 33m,7.3,16K,,last month summer high school begins impressionable year old taiwanese american boy learns family teach skate flirt love mom
tt32178949,The Seed of the Sacred Fig,"An investigating judge struggles with paranoia amid political unrest in Tehran caused by the death of a young woman. When his gun goes missing, he suspects his wife and daughters, imposing harsh measures that fray family ties.",2024,20242h 47m,7.5,21K,,investigating judge struggles paranoia amid political unrest tehran caused death young woman gun goes missing suspects wife daughters imposing harsh measures fray family ties
tt12964320,Role Play,"Emma has a wonderful husband and two kids in the suburbs of New Jersey. She also has a secret life as an assassin for hire, a secret that her husband Dave discovers when the couple decide to spice up their marriage with a little role play.",2024,20241h 40m,5.5,21K,,emma wonderful husband two kids suburbs new jersey also secret life assassin hire secret husband dave discovers couple decide spice marriage little role play
tt26677014,The Penguin Lessons,A disillusioned Englishman who goes to work in a school in a divided Argentina in 1976 finds his life transformed when he rescues an orphaned penguin from the beach.,2024,20241h 51m,7.1,12K,,disillusioned englishman goes work school divided argentina finds life transformed rescues orphaned penguin beach
tt11001074,Rust,An orphaned boy of 13 left to fend for himself and his younger brother in 1880s Wyoming is sentenced to hang for the accidental killing of a local rancher. His estranged grandfather breaks him out of jail and they go on the run to Mexico.,2024,20242h 19m,5.8,5.3K,,orphaned boy left fend younger brother wyoming sentenced hang accidental killing local rancher estranged grandfather breaks jail run mexico
tt27599851,Apocalypse Z: The Beginning of the End,"Manel is sheltering from a rabies-like disease which sweeps the planet, until he is forced to leave and meet unlikely but essential traveling companions.",2024,20241h 57m,6.1,24K,,manel sheltering rabies like disease sweeps planet forced leave meet unlikely essential traveling companions
tt13964390,Under Paris,"To save Paris from a bloodbath, a grieving scientist is forced to face her tragic past when a giant shark appears in the Seine.",2024,20241h 44m,5.2,40K,,save paris bloodbath grieving scientist forced face tragic past giant shark appears seine
tt28070202,Queen of the Ring,"In a time when pro wrestling for women was illegal all over the United States, a small town single mother embraces the danger as she dominates a peculiar American niche entertainment industry & becomes the first millionaire female athlete.",2024,20242h 20m,6.4,3.3K,,time pro wrestling women illegal united states small town single mother embraces danger dominates peculiar american niche entertainment industry becomes first millionaire female athlete
tt27676959,Lazareth,"Lee protects her orphaned nieces Imogen and Maeve from a self-destructing world, raising them in isolation until an outsider threatens their peaceful existence.",2024,20241h 26m,4.4,1.2K,,lee protects orphaned nieces imogen maeve self destructing world raising isolation outsider threatens peaceful existence
tt29114029,The Tearsmith,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,2024,20241h 43m,5.2,15K,,sometimes greatest fear accepting someone honestly love nica rigel ready find together
tt27722524,Addition,"A woman counts everything because numbers hold her world together, but when a chance encounter with a man turns her world upside down, her meticulously ordered life starts to unravel.",2024,20241h 31m,6.0,373,,woman counts everything numbers hold world together chance encounter man turns world upside meticulously ordered life starts unravel
tt26238710,Sketch,"When a young girl's sketchbook falls into a strange pond, her drawings come to life-chaotic, real and on the loose. As the town descends into chaos, her family must reunite and stop the monsters they never meant to unleash.",2024,20241h 33m,6.6,6.5K,,young girl sketchbook falls strange pond drawings come life chaotic real loose town descends chaos family must reunite stop monsters never meant unleash
tt16539454,Pushpa: The Rule - Part 2,"As his smuggling empire grows, a brazen Pushpa longs for power and respect on his vengeful journey, while facing old rivals and new.",2024,20243h 21m,6.0,68K,,smuggling empire grows brazen pushpa longs power respect vengeful journey facing old rivals new
tt25147850,King Ivory,"Based upon extensive research with law enforcement, gangs, inmates, migrants, and addicts, an exposé on fentanyl trafficking, and its effect on all walks of life.",2024,20242h 10m,6.2,2.1K,,based upon extensive research law enforcement gangs inmates migrants addicts expos fentanyl trafficking effect walks life
tt16426570,Barron's Cove,"After his son is killed, a father abducts the child responsible, hellbent on revenge.",2024,20241h 56m,6.1,2.4K,,son killed father abducts child responsible hellbent revenge
tt16491560,A Sacrifice,"American social psychologist Ben Monroe investigates a local cult connected to a disturbing event, while his daughter becomes embroiled with a mysterious local boy.",2024,20241h 34m,5.0,7.8K,,american social psychologist ben monroe investigates local cult connected disturbing event daughter becomes embroiled mysterious local boy
tt33428606,Solo Leveling: ReAwakening,"Over a decade after 'gates' connecting worlds appeared, awakening 'hunters' with superpowers, weakest hunter Sung Jinwoo encounters a double dungeon and accepts a mysterious quest, becoming the only one able to level up, changing his fate.",2024,20242h 1m,8.7,18K,,decade gates connecting worlds appeared awakening hunters superpowers weakest hunter sung jinwoo encounters double dungeon accepts mysterious quest becoming one able level changing fate
tt31800329,The Wonderful Story of Henry Sugar and Three More,Four tales unfold in writer-director Wes Anderson's anthology of short films adapted from Roald Dahl's beloved stories.,2024,20241h 28m,7.1,13K,,four tales unfold writer director wes anderson anthology short films adapted roald dahl beloved stories
tt21261712,Back to Black,"The life and music of singer Amy Winehouse, through the journey of adolescence to adulthood and the creation of one of the best-selling albums of our time.",2024,20242h 2m,6.3,32K,,life music singer amy winehouse journey adolescence adulthood creation one best selling albums time
tt32627540,Watchmen: Chapter I,"In 1985, the murder of a government sponsored superhero draws his outlawed colleagues out of retirement and into a mystery that threatens to upend their personal lives and the world itself.",2024,20241h 23m,7.1,8.6K,,murder government sponsored superhero draws outlawed colleagues retirement mystery threatens upend personal lives world
tt26744645,Compulsion,"On the island of Malta, two women get engaged in a string of horrifying murders.",2024,20241h 41m,3.7,685,,island malta two women get engaged string horrifying murders
tt26682012,Daddy's Head,A boy and his stepmother fear for their safety after an eerie creature resembling the boy's recently deceased father visits them.,2024,20241h 32m,5.6,6.8K,,boy stepmother fear safety eerie creature resembling boy recently deceased father visits
tt10449276,Get Away,A family's vacation to a remote getaway takes an unexpected turn when they discover that the island they're on is inhabited by a serial killer.,2024,20241h 26m,5.3,11K,,family vacation remote getaway takes unexpected turn discover island inhabited serial killer
tt19984386,American Star,"An assassin on a final assignment in Fuerteventura, to kill a man he has never met. When his target is delayed, he finds himself drawn to the island, people and a ghostly shipwreck.",2024,20241h 47m,5.5,2.9K,,assassin final assignment fuerteventura kill man never met target delayed finds drawn island people ghostly shipwreck
tt33309194,"Beautiful Evening, Beautiful Day","Four close friends are renowned filmmakers in Yugoslavia in the 1950s, but their sexual orientation raises suspicion. A communist party loyalist is sent to sabotage their lives, turning their pursuit of freedom into a battle for survival.",2024,20242h 17m,7.8,734,,four close friends renowned filmmakers yugoslavia sexual orientation raises suspicion communist party loyalist sent sabotage lives turning pursuit freedom battle survival
tt32331377,The Luckiest Man in America,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.,2024,20241h 31m,6.2,8.6K,,may unemployed ice cream truck driver steps onto game show press luck harboring secret key endless money winning streak threatened bewildered executives uncover real motivations
tt8521778,Bob Marley: One Love,"The story of how reggae icon Bob Marley overcame adversity, and the journey behind his revolutionary music.",2024,20241h 47m,6.2,40K,,story reggae icon bob marley overcame adversity journey behind revolutionary music
tt21626774,Sector 36,"A fictional story Inspired by true events, several children go missing from a basti (slum) in Sector 36. A determined police officer must now face off with a cunning serial killer as a chilling investigation and dark secrets unfold.",2024,20242h 3m,7.1,27K,,fictional story inspired true events several children missing basti slum sector determined police officer must face cunning serial killer chilling investigation dark secrets unfold
tt31015278,My Favourite Cake,"Seventy-year-old Mahin, solitary until now, chooses to revive her love life. A chance encounter becomes an unforgettable evening.",2024,20241h 37m,7.4,11K,,seventy year old mahin solitary chooses revive love life chance encounter becomes unforgettable evening
tt31450182,Amber Alert,A ride-share turns into a high-stakes game of cat and mouse after it follows a car fitting the description of an AMBER ALERT.,2024,20241h 30m,6.1,8.6K,,ride share turns high stakes game cat mouse follows car fitting description amber alert
tt27766440,The Salt Path,A couple lose their home and later discover the husband has been diagnosed with a terminal illness as they embark on a year long coastal trek.,2024,20241h 55m,6.6,7.4K,,couple lose home later discover husband diagnosed terminal illness embark year long coastal trek
tt13491834,Sacramento,"An energetic and free-spirited young man convinces his long-time friend, who's settled into domestic life, to go on an impromptu road trip from Los Angeles to Sacramento.",2024,20241h 29m,5.9,4.3K,,energetic free spirited young man convinces long time friend settled domestic life impromptu road trip los angeles sacramento
tt14914430,Unfrosted,"In 1963 Michigan, business rivals Kellogg's and Post compete to create a cake that could change breakfast forever.",2024,20241h 37m,5.5,37K,,michigan business rivals kellogg post compete create cake change breakfast forever
tt29845247,Noise,A woman with a hearing impediment is haunted by sounds linking to her sister's disappearance and the presence of a malevolent spirit.,2024,20241h 33m,5.6,1.6K,,woman hearing impediment haunted sounds linking sister disappearance presence malevolent spirit
tt23468836,Touch,"A romantic and thrilling story that spans several decades and continents; Touch follows one man's emotional journey to find his first love who disappeared 50 years ago, before his time runs out.",2024,20242h 1m,7.4,7.7K,,romantic thrilling story spans several decades continents touch follows one man emotional journey find first love disappeared years ago time runs
tt16431330,A Nice Indian Boy,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",2024,20241h 36m,7.3,8.5K,,naveen brings fianc jay home meet traditional indian family must contend accepting white orphan artist boyfriend helping plan indian wedding dreams
tt26758372,Meiyazhagan,A man's life is changed when he bumps into someone from his hometown in this moving Tamil-language drama; gentle scenes are occasionally punctuated by sporting threat and recollections of violence.,2024,20242h 57m,8.5,23K,,man life changed bumps someone hometown moving tamil language drama gentle scenes occasionally punctuated sporting threat recollections violence
tt21275544,Marmalade,"Baron teams up with his cellmate Otis to plan an escape, all while remembering how he fell for Marmalade and joined her in a risky bank robbery to support his sick mother and pursue a better future.",2024,20241h 39m,6.3,4.8K,,baron teams cellmate otis plan escape remembering fell marmalade joined risky bank robbery support sick mother pursue better future
tt14857528,Time Cut,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,2024,20241h 31m,5.1,23K,,high school student accidentally travels back decides stop serial killer murdered sister
tt28658276,The 4:30 Movie,A group of teens in the 1980s spend the day theater-hopping.,2024,20241h 27m,6.0,4.9K,,group teens spend day theater hopping
tt32928666,Familiar Touch,"An octogenarian woman transitions to life in assisted living as she contends with her conflicting relationship to herself and her caregivers amidst her shifting memory, age identity, and desires.",2024,20241h 30m,7.1,1.5K,,octogenarian woman transitions life assisted living contends conflicting relationship caregivers amidst shifting memory age identity desires
tt28277817,Bird,"Bailey lives with her brother Hunter and her father Bug, who raises them alone in a squat in northern Kent. Bug doesn't have much time to devote to them. Bailey looks for attention and adventure elsewhere.",2024,20241h 59m,7.0,13K,,bailey lives brother hunter father bug raises alone squat northern kent bug doesn much time devote bailey looks attention adventure elsewhere
tt19853698,Música,"A coming-of-age love story that follows an aspiring creator with synesthesia, who must come to terms with an uncertain future, while navigating the pressures of love, family, and his Brazilian culture in Newark, New Jersey.",2024,20241h 31m,6.4,5.5K,,coming age love story follows aspiring creator synesthesia must come terms uncertain future navigating pressures love family brazilian culture newark new jersey
tt30425001,The Last Ronin,"In a post-apocalyptic world ravaged by nuclear war and climate disaster, survivors navigate scorched lands and ruined cities. With technology failing and fuel useless, ammunition becomes the new currency of a desperate civilization.",2024,20241h 55m,5.0,772,,post apocalyptic world ravaged nuclear war climate disaster survivors navigate scorched lands ruined cities technology failing fuel useless ammunition becomes new currency desperate civilization
tt15041836,Werewolves,"After a worldwide pandemic the previous year of people turning into werewolves after a super-moon event, two scientists try to stop the mutation from happening again as part of a team effort, but the experiment goes wildly awry.",2024,20241h 33m,4.4,10K,,worldwide pandemic previous year people turning werewolves super moon event two scientists try stop mutation happening part team effort experiment goes wildly awry
tt29793628,Believer,"A struggling writer finds herself at the center of the story she is covering when brutally attacked by a notorious cult leader and mass murderer, a man who exerts an inexplicable control over his followers.",2024,20241h 48m,4.7,663,,struggling writer finds center story covering brutally attacked notorious cult leader mass murderer man exerts inexplicable control followers
tt18161082,Turn Me On,"Under the control of a pill that eradicates human emotion, a young couple skip doses and discover new feelings, but realize that comes with emotional baggage to deal with.",2024,20241h 39m,5.7,1.2K,,control pill eradicates human emotion young couple skip doses discover new feelings realize comes emotional baggage deal
tt28349451,The Shadow Strays,"Codename 13, a 17-year-old assassin, is suspended due to a sloppy mission in Japan. She meets 11-year-old Monji, who loses his mother, and sets out to rescue him.",2024,20242h 24m,6.5,11K,,codename year old assassin suspended due sloppy mission japan meets year old monji loses mother sets rescue
tt21154574,Year 10,"Following a catastrophic event that has destroyed civilization, a young man must confront a group of cannibals who have murdered his father and stolen the medicine keeping his girlfriend alive.",2024,20241h 36m,5.4,3.2K,,following catastrophic event destroyed civilization young man must confront group cannibals murdered father stolen medicine keeping girlfriend alive
tt15507512,The Piano Lesson,"Follows the lives of the Charles family as they deal with themes of family legacy and more, in deciding what to do with an heirloom, the family piano.",2024,20242h 7m,6.1,5.7K,,follows lives charles family deal themes family legacy deciding heirloom family piano
tt33318665,Blade of Fury,"Knife catcher Pei Xing originally exchanged his life for money as bounty hunter, but after witnessing the killing of people who stood up for justice, he gradually awakened and decided to fight back.",2024,20241h 30m,6.2,303,,knife catcher pei xing originally exchanged life money bounty hunter witnessing killing people stood justice gradually awakened decided fight back
tt5685276,Bull Street,"When an Ivy League lawyer challenges her family's claim to their longtime home, small-town attorney LouEster Sadie Gibbs must fight a courtroom battle that pits privilege against legacy.",2024,20241h 58m,8.2,50,,ivy league lawyer challenges family claim longtime home small town attorney louester sadie gibbs must fight courtroom battle pits privilege legacy
tt27987046,Uprising,"In the Joseon Dynasty, two friends who grew up together, one the master and one the servant, reunite post-war as enemies on opposing sides.",2024,20242h 6m,6.6,7.4K,,joseon dynasty two friends grew together one master one servant reunite post war enemies opposing sides
